"Posição","Nome","Localidade","2005","2006","2008","2009","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.2.5","Pessoal e encargos sociais","Apuiarés","4469","5149","7208",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Aquiraz","22532","26487","40429",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Aracati","18264","26573","34338",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Aracoiaba","9156","10895","14791",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ararendá","3422","4146","5874",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Araripe","6315","7661","11621",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Aratuba","5220","5953","8583",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Arneiroz","2388","2868","3940",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Assaré","4330","5240","8089",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Aurora","5964","7294","9889",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Baixio","2004","2340","2741",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Banabuiú","5756","7018","10406",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Barbalha","10671","13421","25435",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Barreira","5410","99999999999997","9349",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Barro","4192","5606","8817",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Barroquinha","5337","5487","8800",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Baturité","7423","8801","13155",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Beberibe","12006","14131","22230",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Bela Cruz","7404","8857","13177",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Boa Viagem","14674","16007","24010",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Brejo Santo","9092","10278","14390",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Camocim","99999999999997","17018","25462",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Campos Sales","6544","7796","10880",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Canindé","21080","25500","36745",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Capistrano","6159","6816","8916",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Caridade","99999999999997","5390","8332",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Cariré","4054","4655","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Caririaçu","6738","7002","10814",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Cariús","5320","4891","8135",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Carnaubal","99999999999997","4923","7240",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Cascavel","14115","18631","24010",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Catarina","5164","5488","7015",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Catunda","99999999999997","99999999999997","5244",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Caucaia","48605","59823","87580",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Cedro","6255","7167","10762",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Chaval","5322","5434","8280",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Choró","4557","4725","6728",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Chorozinho","5588","7230","9544",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Coreaú","6379","7371","10959",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Crateús","21494","25110","30368",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Crato","20906","30191","40895",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Croatá","99999999999997","4550","6762",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Cruz","6902","8771","12065",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Deputado Irapuan Pinheiro","3275","3445","4932",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ererê","99999999999997","2701","3996",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Eusébio","15112","19895","27299",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Farias Brito","6729","8189","10170",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Forquilha","6825","7215","11050",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Fortaleza","786911","962792","1351151",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Fortim","5226","5013","8504",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Frecheirinha","99999999999997","4635","5665",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","General Sampaio","2909","3427","5249",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Graça","5896","7585","8395",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Granja","99999999999997","99999999999997","19391",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Granjeiro","2029","2344","4299",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Groaíras","99999999999997","99999999999997","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Guaiúba","99999999999997","7745","11365",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Guaraciaba do Norte","8962","12299","17550",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Guaramiranga","1880","2387","2584",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Hidrolândia","99999999999997","5434","9469",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Horizonte","18118","20638","28402",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ibaretama","99999999999997","6079","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ibiapina","6417","5681","7005",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ibicuitinga","4147","4772","6336",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Icapuí","5872","6799","8869",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Icó","99999999999997","18929","25963",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Iguatu","28627","32625","41732",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Independência","5817","6625","11481",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ipaporanga","3279","3615","4337",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ipaumirim","2717","99999999999997","5529",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ipu","7299","7168","11417",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ipueiras","10534","12722","17287",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Iracema","4673","5195","8024",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Irauçuba","5392","6393","9336",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itaiçaba","99999999999997","2528","3297",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itaitinga","8541","11509","14765",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itapajé","13232","13005","20821",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itapipoca","99999999999997","26337","43970",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itapiúna","4845","5457","8408",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itarema","8593","12086","17549",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Itatira","5221","5990","7832",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jaguaretama","5760","5530","6665",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jaguaribara","3373","3975","5560",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jaguaribe","99999999999997","10281","14766",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jaguaruana","99999999999997","9612","14070",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jardim","6482","8390","12384",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jati","2108","99999999999997","3333",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jijoca de Jericoacoara","4482","5846","8072",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Juazeiro do Norte","99999999999997","54458","80671",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Jucás","5353","6434","8579",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Lavras da Mangabeira","6950","8383","12200",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Limoeiro do Norte","99999999999997","18076","26857",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Madalena","99999999999997","6218","9629",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Maracanaú","73945","86084","110316",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Maranguape","25808","29370","41503",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Marco","7028","7651","11169",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Martinópole","99999999999997","99999999999997","4056",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Massapê","99999999999997","8578","13074",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Mauriti","9001","10523","17102",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Meruoca","99999999999997","4442","6138",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Milagres","6470","7478","9637",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Milhã","4393","5073","6985",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Miraíma","99999999999997","2984","4843",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Missão Velha","99999999999997","8517","13354",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Mombaça","11206","11686","14115",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Monsenhor Tabosa","99999999999997","4542","7078",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Morada Nova","99999999999997","17139","24174",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Moraújo","3071","3454","4215",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Morrinhos","4864","5350","7322",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Mucambo","3797","4100","7690",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Mulungu","3044","99999999999997","8666",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Nova Olinda","3404","3945","5856",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Nova Russas","8806","9429","15911",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Novo Oriente","5470","6460","8540",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ocara","6738","7701","10855",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Orós","6118","7645","9966",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pacajus","11744","13073","18212",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pacatuba","13653","17648","23918",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pacoti","3217","4132","6652",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pacujá","99999999999997","2533","3535",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Palhano","2597","3054","3624",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Palmácia","2883","2741","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Paracuru","10460","12479","15937",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Paraipaba","6651","9611","13428",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Parambu","5453","7417","11334",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Paramoti","99999999999997","5103","7309",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pedra Branca","9984","10544","14459",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Penaforte","2854","3650","4070",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pentecoste","7686","9396","13799",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pereiro","4384","5749","8121",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pindoretama","99999999999997","99999999999997","3253",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Piquet Carneiro","4250","4100","5119",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Pires Ferreira","2939","2848","4038",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Poranga","3676","4752","5389",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Porteiras","4860","5531","7470",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Potengi","2853","3635","5178",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Potiretama","99999999999997","2771","3907",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Quiterianópolis","5406","6215","7687",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Quixadá","22677","22669","34446",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Quixelô","6440","7199","8172",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Quixeramobim","20576","22391","27892",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Quixeré","99999999999997","5454","9755",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Redenção","8248","9739","12073",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Reriutaba","4791","6145","9569",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Russas","16409","19265","29160",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Saboeiro","4406","3472","5255",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Salitre","4023","5152","8473",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Santana do Acaraú","99999999999997","10467","14712",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Santana do Cariri","4778","5515","7622",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Santa Quitéria","9593","12955","17321",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","São Benedito","99999999999997","6914","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","São Gonçalo do Amarante","10996","12419","16832",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","São João do Jaguaribe","3065","3537","4545",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","São Luís do Curu","99999999999997","5118","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Senador Pompeu","6521","7833","11462",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Senador Sá","99999999999997","2224","3574",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Sobral","99999999999997","70642","98317",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Solonópole","99999999999997","7723","10020",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tabuleiro do Norte","99999999999997","8643","11478",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tamboril","99999999999997","10182","14100",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tarrafas","2025","2870","4639",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tauá","17846","22223","24793",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tejuçuoca","5062","5567","7129",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tianguá","99999999999997","16052","22211",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Trairi","10415","12306","22858",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Tururu","4137","4859","7087",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Ubajara","99999999999997","8045","12540",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Umari","2067","3447","3228",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Umirim","4942","5579","9168",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Uruburetama","99999999999997","6756","99999999999997",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Uruoca","99999999999997","3602","6274",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Varjota","4993","7063","8362",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Várzea Alegre","99999999999997","8439","14569",,,,,,,"R$",1000
"1.2.5","Pessoal e encargos sociais","Viçosa do Ceará","9678","12729","24402",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Abaiara","3225","3951","5128",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Acarape","3759","4043","6931",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Acaraú","11684","14229","21319",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Acopiara","11959","13478","20845",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Aiuaba","6282","6832","8004",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Alcântaras","2883","3014","4156",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Altaneira","2562","3173","4401",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Alto Santo","99999999999997","5728","9378",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Amontada","8522","10296","15209",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Antonina do Norte","2545","2865","4702",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Apuiarés","4675","5325","6579",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Aquiraz","16285","20149","27349",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Aracati","25952","20671","29129",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Aracoiaba","5822","7298","10614",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Ararendá","3641","4198","6699",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Araripe","6904","7118","8627",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Aratuba","3582","3444","6111",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Arneiroz","2834","3283","5261",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Assaré","6249","7609","11498",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Aurora","7553","8091","10469",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Baixio","3045","3448","4493",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Banabuiú","4589","5331","8145",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Barbalha","31267","34803","44353",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Barreira","5733","99999999999997","7721",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Barro","6757","7029","9358",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Barroquinha","4170","5100","7095",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Baturité","8816","8913","13603",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Beberibe","12045","11674","20210",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Bela Cruz","7478","8707","10257",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Boa Viagem","9768","11253","17552",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Brejo Santo","16442","19499","17222",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Camocim","99999999999997","13468","15443",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Campos Sales","7513","8848","14269",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Canindé","19202","17170","26450",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Capistrano","4249","5010","7558",,,,,,,"R$",1000
"1.2.6","Outras despesas correntes","Caridade","99999999999997","6198","8665",,,,,,,"R$",1000
