Código,Espacialidades,Taxa de atividade - 10 anos ou mais 1991,Taxa de atividade - 10 anos ou mais 2000,Taxa de atividade - 10 anos ou mais 2010,Taxa de atividade - 10 a 14 anos 1991,Taxa de atividade - 10 a 14 anos 2000,Taxa de atividade - 10 a 14 anos 2010,Taxa de atividade - 15 a 17 anos 1991,Taxa de atividade - 15 a 17 anos 2000,Taxa de atividade - 15 a 17 anos 2010,Taxa de atividade - 18 anos ou mais 1991,Taxa de atividade - 18 anos ou mais 2000,Taxa de atividade - 18 anos ou mais 2010,Taxa de atividade - 18 a 24 anos 1991,Taxa de atividade - 18 a 24 anos 2000,Taxa de atividade - 18 a 24 anos 2010,Taxa de atividade - 25 a 29 anos 1991,Taxa de atividade - 25 a 29 anos 2000,Taxa de atividade - 25 a 29 anos 2010,Taxa de desocupação - 10 anos ou mais 1991,Taxa de desocupação - 10 anos ou mais 2000,Taxa de desocupação - 10 anos ou mais 2010,Taxa de desocupação - 10 a 14 anos 1991,Taxa de desocupação - 10 a 14 anos 2000,Taxa de desocupação - 10 a 14 anos 2010,Taxa de desocupação - 15 a 17 anos 1991,Taxa de desocupação - 15 a 17 anos 2000,Taxa de desocupação - 15 a 17 anos 2010,Taxa de desocupação - 18 anos ou mais 1991,Taxa de desocupação - 18 anos ou mais 2000,Taxa de desocupação - 18 anos ou mais 2010,Taxa de desocupação - 18 a 24 anos 1991,Taxa de desocupação - 18 a 24 anos 2000,Taxa de desocupação - 18 a 24 anos 2010,Taxa de desocupação - 25 a 29 anos 1991,Taxa de desocupação - 25 a 29 anos 2000,Taxa de desocupação - 25 a 29 anos 2010,% de empregados com carteira - 18 anos ou mais 1991,% de empregados com carteira - 18 anos ou mais 2000,% de empregados com carteira - 18 anos ou mais 2010,% de empregados sem carteira - 18 anos ou mais 1991,% de empregados sem carteira - 18 anos ou mais 2000,% de empregados sem carteira - 18 anos ou mais 2010,% de trabalhadores do setor público - 18 anos ou mais 1991,% de trabalhadores do setor público - 18 anos ou mais 2000,% de trabalhadores do setor público - 18 anos ou mais 2010,% de trabalhadores por conta própria - 18 anos ou mais 1991,% de trabalhadores por conta própria - 18 anos ou mais 2000,% de trabalhadores por conta própria - 18 anos ou mais 2010,% de empregadores - 18 anos ou mais 1991,% de empregadores - 18 anos ou mais 2000,% de empregadores - 18 anos ou mais 2010,Grau de formalização dos ocupados - 18 anos ou mais 1991,Grau de formalização dos ocupados - 18 anos ou mais 2000,Grau de formalização dos ocupados - 18 anos ou mais 2010,% dos ocupados com fundamental completo - 18 anos ou mais 1991,% dos ocupados com fundamental completo - 18 anos ou mais 2000,% dos ocupados com fundamental completo - 18 anos ou mais 2010,% dos ocupados com médio completo - 18 anos ou mais 1991,% dos ocupados com médio completo - 18 anos ou mais 2000,% dos ocupados com médio completo - 18 anos ou mais 2010,% dos ocupados com superior completo - 18 anos ou mais 1991,% dos ocupados com superior completo - 18 anos ou mais 2000,% dos ocupados com superior completo - 18 anos ou mais 2010,% dos ocupados no setor agropecuário - 18 anos ou mais 1991,% dos ocupados no setor agropecuário - 18 anos ou mais 2000,% dos ocupados no setor agropecuário - 18 anos ou mais 2010,% dos ocupados no setor extrativo mineral - 18 anos ou mais 1991,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2000,% dos ocupados no setor extrativo mineral - 18 anos ou mais 2010,% dos ocupados na indústria de transformação - 18 anos ou mais 1991,% dos ocupados na indústria de transformação - 18 anos ou mais 2000,% dos ocupados na indústria de transformação - 18 anos ou mais 2010,% dos ocupados no SIUP - 18 anos ou mais 1991,% dos ocupados no SIUP - 18 anos ou mais 2000,% dos ocupados no SIUP - 18 anos ou mais 2010,% dos ocupados no setor de construção - 18 anos ou mais 1991,% dos ocupados no setor de construção - 18 anos ou mais 2000,% dos ocupados no setor de construção - 18 anos ou mais 2010,% dos ocupados no setor comércio - 18 anos ou mais 1991,% dos ocupados no setor comércio - 18 anos ou mais 2000,% dos ocupados no setor comércio - 18 anos ou mais 2010,% dos ocupados no setor serviços - 18 anos ou mais 1991,% dos ocupados no setor serviços - 18 anos ou mais 2000,% dos ocupados no setor serviços - 18 anos ou mais 2010,Rendimento médio dos ocupados - 18 anos ou mais 1991,Rendimento médio dos ocupados - 18 anos ou mais 2000,Rendimento médio dos ocupados - 18 anos ou mais 2010,% dos ocupados sem rendimento - 18 anos ou mais 1991,% dos ocupados sem rendimento - 18 anos ou mais 2000,% dos ocupados sem rendimento - 18 anos ou mais 2010,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 1 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 2 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 3 s.m. - 18 anos ou mais 2010,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 1991,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2000,% dos ocupados com rendimento de até 5 s.m. - 18 anos ou mais 2010,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 1991,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2000,Índice de Theil-L dos rendimentos do trabalho - 18 anos ou mais 2010
2308005,Massapê,,46.72,47.04,,13.13,11.22,,33.72,21.99,,56.02,56.56,,59,61.44,,60.88,67.9,,7.97,8.08,,5.12,,,18.58,21.94,,7.36,7.76,,13.17,13.67,,9.17,12.7,,15.85,38.5,,26.31,24.45,,5.3,2.1,,32.26,21.89,,0.85,0.34,,22.68,42.93,,18.27,46.83,,8.87,28.1,,1.84,5.03,,38.98,22.35,,0.84,0.51,,13.37,24.81,,0.24,0.3,,6.42,8.35,,9.67,12.02,,30.38,26.69,,,413.86,,19.55,14.52,,86.53,50.49,,94.76,94.92,,96.95,98.09,,99.1,99.39,,0.5,0.31
2308104,Mauriti,,45.15,46.99,,12.69,12.59,,40.81,32.66,,52.94,54.39,,54.76,54.96,,66.24,65.93,,10.52,8.5,,8.97,7,,14.28,12.6,,10.27,8.31,,12.77,12.26,,13.65,9.68,,11.56,18.04,,34.57,34.71,,8.86,2.97,,32.54,22.88,,2.19,0.92,,23.35,22.62,,22.72,43.72,,12.31,27.92,,0.96,6.02,,33.83,49.17,,0.56,0.23,,9.63,2.27,,0.26,0.72,,8.3,8.02,,8.03,9.37,,38.98,28.15,,,370.86,,10.57,22.79,,82.91,72.5,,93.66,93.82,,96.47,97.02,,98.9,98.38,,0.63,0.55
2308203,Meruoca,,54.74,48.79,,22.73,10.04,,45.57,18.08,,63.41,58.33,,67.86,57.86,,68.23,67.83,,4.67,3.51,,3.59,,,11.91,10.79,,4.01,3.37,,10.29,8.38,,1.15,2.6,,13.11,22.26,,26.69,43.29,,4.25,1.74,,32.22,21.04,,0.83,0.4,,21.08,28.17,,16.95,44.72,,9.68,28.38,,2.03,3.82,,43.29,30.2,,,0.22,,3.92,12.26,,0.75,1.6,,8.6,10.34,,5.77,7.9,,37.05,33.54,,,406.44,,23.13,16.62,,87.73,61.79,,95.05,94.1,,97.39,96.89,,99.11,98.79,,0.56,0.39
2308302,Milagres,,37.84,44.57,,7.73,10.36,,32.14,32.9,,44.76,50.62,,43.47,53.04,,57.17,67.79,,10.44,8.59,,20.75,14.28,,13.35,19.1,,9.85,7.82,,12.02,15.09,,12.56,10.28,,15.99,21.54,,36.4,33.96,,3.87,6.03,,31.78,26.24,,0.6,,,24.02,30.99,,21.05,48.33,,12.13,29.97,,2.14,5.42,,39.06,33.66,,0.47,0.2,,6.71,3.99,,1.01,2.95,,6.79,9.73,,11.65,10.97,,33.93,34.6,,,430.43,,12.52,13.04,,83.34,60.88,,93.12,92.33,,95.27,96.66,,98.47,98.68,,0.6,0.44
2308351,Milhã,,62.84,36.62,,19.99,9.87,,57.87,22.71,,71.04,41.68,,74.38,42.1,,83.49,53.2,,6.03,4.58,,14.93,4.75,,15.62,11.96,,4.86,4.17,,12.11,11.49,,6.72,5.62,,3.27,11.5,,26.06,34.42,,5.38,6.62,,30.69,26.94,,1.02,0.37,,10.17,20.16,,17.65,44.4,,8.26,30.68,,1,5.45,,66.01,45.36,,0.38,0.12,,3.37,4.48,,0.1,0.65,,2.12,2.89,,6.47,11.45,,21.54,31.65,,,417.66,,33.57,25.09,,90.01,65.61,,96.55,91.93,,97.9,95.56,,99.35,98.18,,0.41,0.43
2308377,Miraíma,,42.68,34.54,,20.22,5.39,,32.88,11.32,,49.9,42.7,,47.49,36.43,,55.42,49.78,,8.98,13.98,,14.3,26.67,,17.73,48.56,,7.62,12.68,,13.26,18.78,,9.72,24.94,,5.19,9.81,,26.19,35.17,,5.48,7.33,,15.56,24.21,,1.28,,,11.93,19.44,,16.04,41.01,,8.49,27.12,,2.2,6.35,,59.77,43.21,,,0.36,,3.45,3.04,,0.19,1.36,,4.51,3.39,,4.99,6.41,,26.88,38.82,,,383.59,,46.3,30.45,,91.32,77.6,,97.32,96.07,,98.66,97.67,,99.86,98.76,,0.48,0.69
2308401,Missão Velha,,42.25,53.05,,8.52,14.27,,30.68,35.77,,50.91,61.05,,51.67,65.9,,60.1,67.39,,7.49,4.6,,10.93,2.42,,12.98,14.12,,6.93,4.17,,12.12,7.06,,6.59,4.86,,13.87,16.34,,37.38,35.29,,2.52,1.04,,30.34,30.98,,1.4,1.34,,18.89,19.39,,20.82,41.02,,14.14,24.69,,2.79,5.27,,38.88,48.88,,0.17,0.16,,8.41,2.76,,0.32,0.21,,5.68,5.86,,10.12,13.85,,35.33,26.69,,,426.45,,14.99,17.74,,81.44,72.55,,92.89,93.62,,95.53,95.41,,98.07,97.96,,0.57,0.59
2308500,Mombaça,,46.89,46.3,,21.48,14.06,,43.68,29.09,,53.01,52.84,,56.44,52.55,,60.58,62.79,,9.55,4.94,,14.96,5.48,,27.43,3.84,,7.27,4.97,,13.2,9.76,,11.2,7.34,,6.61,10.86,,25.41,37.1,,2.39,4.22,,21.03,18.13,,0.85,0.83,,10.42,17.23,,16.69,35.27,,10.18,22.08,,0.82,3.85,,58.9,47.38,,0.26,,,3.1,3.06,,0.28,0.27,,3.45,5.23,,8.21,13.71,,25.65,25.59,,,351.4,,44.03,35.66,,87.75,73.36,,95.35,93.4,,96.51,96.85,,98.12,98.38,,0.56,0.57
2308609,Monsenhor Tabosa,,48.3,47.22,,12.96,10.81,,37.91,31.1,,57.73,55.04,,54.42,53.33,,68.27,66.43,,5.52,10.75,,6.98,8.04,,9.38,16.76,,5.16,10.51,,10.55,21.49,,6.73,11.76,,2.15,6.69,,24.72,40,,8.67,11.33,,35.55,17.24,,0.21,0.67,,13.23,19.51,,17.5,42.43,,8.87,28.55,,1.97,6.64,,58.12,45.64,,,,,3.71,2.23,,,1,,3.99,6.28,,6.51,9.56,,27.44,33.81,,,391.45,,29.17,28.33,,90.31,70.31,,96.3,92.5,,98.46,96.34,,99.77,98.22,,0.38,0.53
2308708,Morada Nova,,48.39,43.07,,17.63,6.75,,34.46,22.96,,56.33,50.22,,60.67,51.47,,63.63,57.76,,9.52,8.56,,16.48,17.43,,21.28,12.78,,8.22,8.22,,13.74,16.19,,9.86,9.98,,8.73,13.79,,32.53,36.81,,13.24,6.13,,31.14,28.62,,2.22,1.03,,25.1,23.24,,21.71,44.08,,13.54,28.99,,1.82,7.36,,42.49,38.62,,0.81,0.26,,6.3,5.63,,0.25,1.09,,7.06,6.48,,11.18,12.73,,31.5,33.05,,,471.84,,12.95,15.33,,80.56,61.83,,93.75,90.51,,96.33,94.75,,98.94,97.99,,0.68,0.51
2308807,Moraújo,,45.85,46.7,,12.62,9.45,,34.9,30.82,,54.45,55.26,,48.76,48.23,,61.93,61.34,,1.04,7.93,,,,,2.51,12.81,,0.98,7.88,,3.04,14.54,,1.41,4.81,,3.38,10.75,,12.34,27.25,,8.2,10.87,,62.21,20.86,,,,,12.39,25.32,,12.05,42.99,,7.44,26.09,,3.15,5.82,,53.7,49.95,,0.21,,,2.69,7.27,,,0.5,,3.16,5.95,,17.85,8.4,,20.79,24.5,,,260.45,,13.65,32.6,,91.78,76.35,,97.53,96.37,,99.02,98.84,,99.81,99.85,,0.53,0.43
2308906,Morrinhos,,51.47,44.78,,18.32,11.54,,43.99,28.47,,61.16,53.26,,63.81,50.15,,63.43,58.22,,7.87,7.4,,11.64,7.88,,12.85,15.92,,7.08,6.84,,10.71,10.53,,3.5,7.34,,7.2,10.21,,27.43,34.11,,3.57,7.56,,37.71,28.05,,0.55,1.08,,13.79,20.88,,14.06,36.82,,5.95,25.09,,0.77,4.64,,45.61,39.86,,0.53,0.36,,15.16,11.18,,,1.16,,4.83,3.94,,9.68,10.43,,23.78,23.42,,,369.25,,24.43,21.78,,90.01,69,,96.3,91.77,,97.64,97.86,,98.15,99.33,,0.65,0.47
2309003,Mucambo,,46.2,41.05,,14.12,8.99,,36.13,22.92,,54.97,48.51,,58.83,45.64,,67.63,63.02,,5.41,8.29,,4.84,15.86,,7.76,19.97,,5.25,7.47,,11.65,14.37,,7.71,9.24,,7.3,10.54,,21.92,39.6,,10.26,6.12,,36.92,27.34,,0.83,0.36,,18.48,21.96,,16.9,40.29,,10.83,24.26,,2.08,7.29,,41.64,40.2,,,,,6.79,3.94,,0.11,0.98,,6.54,2.81,,10.76,9.13,,33.45,38.38,,,399.33,,22.6,23.33,,89.67,71.86,,95.96,92.44,,97.47,95.79,,99.31,97.87,,0.63,0.57
2309102,Mulungu,,47.03,45.81,,6.4,5.57,,27.62,21.42,,57.93,55.28,,55.85,53.57,,63.35,64.7,,6.39,5.71,,31.66,7.84,,11.51,13.55,,5.49,5.36,,10.33,10.57,,4.34,4.82,,12.28,15.38,,39.45,56.58,,2.53,3.85,,31.37,16.23,,1.09,0.3,,16.2,21.74,,24.98,41.18,,13.58,27.42,,0.55,4.68,,46.23,47.22,,0.14,,,2.7,2.91,,0.34,0.66,,3.52,5.69,,12.24,5.9,,34.65,35.06,,,443.44,,13.44,13.83,,83.66,64.06,,93.8,96.49,,95.43,98,,98.18,99.43,,0.53,0.49
2309201,Nova Olinda,,47.39,49.35,,14.04,12.4,,40.72,28.5,,55.86,57.69,,62.56,60.95,,59.01,65.98,,5.64,5.28,,12.67,2.37,,13.1,3.38,,4.53,5.48,,8.13,12.38,,6.25,6.06,,9.84,18.42,,24.13,32.51,,7.91,5.53,,27.29,17.19,,1.92,1.25,,20.31,25.1,,21.51,42.31,,12.43,26.85,,1.23,6.78,,43.86,30.42,,1.34,9.92,,11.69,8.84,,0.26,0.71,,5.01,4.62,,8.17,11.28,,28.76,28.41,,,469.29,,29.4,26.46,,85.06,69.89,,93.98,92.62,,96.17,95.84,,97.9,97.93,,0.6,0.61
2309300,Nova Russas,,46.81,51.11,,10.3,12.86,,35.06,32.42,,55.66,58.66,,61.79,62.18,,63.42,73.28,,10.95,5.23,,11.18,6.45,,25.07,15.21,,9.89,4.68,,17.16,10.72,,15.11,5.29,,10.27,18.48,,27.4,32.05,,2.4,2.33,,35.87,35.39,,2.05,1.27,,16.02,25.95,,22.3,41.55,,15.39,25.57,,3.51,6.45,,35.3,27.93,,,0.12,,11.23,12.98,,0.38,2.97,,7.37,7.27,,13.44,16.61,,32.16,29.77,,,441.45,,22.07,12.4,,81.98,66.25,,93.68,91.09,,96.36,96.11,,98.58,98.09,,0.63,0.63
2309409,Novo Oriente,,52.96,39.65,,25.16,12.77,,44.31,22.23,,59.55,45.87,,61.64,47.45,,61.36,52.18,,5.41,6.59,,8.9,,,10.53,4.52,,4.71,7,,10.47,14.25,,2.37,7,,11.24,16.49,,25.63,25.14,,1.38,0.3,,30.24,27.99,,1.41,1.05,,15.2,19.85,,11.87,36.78,,5.57,18.8,,1.21,3.37,,59.45,50.47,,,,,3.22,1.77,,0.28,0.9,,7.38,12.76,,9.4,10.58,,19.81,22.44,,,454.09,,30.44,30.2,,83.12,72.65,,93.8,90.5,,96.11,94.03,,98.61,97.7,,0.61,0.72
2309458,Ocara,,35.79,38.07,,6.72,8.96,,23.5,18.83,,44.25,45.06,,47.11,40.81,,50.35,48.31,,12.47,7.39,,20.76,2.75,,29.1,16.86,,10.9,7.1,,21.06,18.46,,7.93,9.72,,6.01,9.13,,26.46,34.72,,6.27,6.3,,22.27,25.04,,0.56,0.79,,13.94,18.13,,19.93,38.81,,9.11,23.11,,0.12,4.25,,56.71,54.78,,,0.49,,5.85,3.61,,0.18,0.58,,5.31,5.42,,8.69,8.96,,22.39,23.38,,,329.12,,39.03,29.65,,89.67,70.35,,97.6,94.47,,98.73,98.79,,99.48,99.37,,0.38,0.41
2309508,Orós,,46.02,48.7,,13.8,10.52,,37.38,33,,52.74,54.69,,56.11,57.87,,63.72,69.29,,12.16,5.2,,17.8,13,,26.99,11.11,,10.65,4.72,,25.95,11.66,,11.39,10.56,,11.87,12.54,,33.79,29.03,,3.33,3.02,,30.01,40.77,,1.58,0.48,,17.27,21.4,,21.77,44.21,,11.85,25.98,,2.04,3.86,,43.81,40.37,,0.14,0.27,,6.55,4.55,,0.12,0.77,,4.49,6.11,,7.38,14.65,,36.58,31.56,,,393.37,,19.79,15.68,,90.36,72.59,,95.84,94.66,,96.59,97.93,,98.8,98.79,,0.58,0.57
2309607,Pacajus,,51.36,56.14,,9.25,5.63,,36.02,27.71,,61.03,66.63,,68.16,71.55,,69.54,79.59,,19.27,10.68,,44.52,22.23,,37.02,33.54,,17.38,9.67,,28.24,16.45,,15.29,9.8,,27.72,40.97,,33.58,29.09,,4.83,4.98,,27.95,19.99,,1.6,1.19,,36.48,48.33,,32.8,55.26,,15.28,35.65,,1.31,4.31,,17.46,10.66,,,0.04,,20.9,32.14,,0.71,1.01,,8.35,6.7,,16.3,14.84,,35.89,30.57,,,659.85,,4.32,4.53,,70.19,31.1,,91.82,90.01,,94.51,95.26,,98.18,97.91,,0.38,0.3
2309706,Pacatuba,,50.45,53.23,,4.58,6.42,,27.24,20.61,,63.28,63.31,,67.9,63.56,,74.04,68.55,,24.09,13.38,,32.55,29.6,,60.27,36.14,,22.11,12.48,,36.35,25.6,,23.37,14.48,,47.46,57.12,,25.64,18.15,,4.63,4.33,,20.31,17.15,,0.67,0.65,,53.83,63.96,,37.61,65.69,,18.38,44.89,,1.25,3.7,,5.51,4.41,,0.33,0.05,,28.51,28.02,,0.59,1.38,,8.46,8.31,,14.44,12.82,,41.1,35.29,,,658.1,,1.45,2.79,,65.43,19.86,,91.02,89.92,,96.06,96.25,,98.73,98.51,,0.28,0.19
2309805,Pacoti,,46.01,51.46,,9.93,10.74,,30.33,30.63,,55.97,60.56,,53.9,57.67,,65.35,73.85,,5.94,8.08,,16.78,12.63,,13.63,13.99,,4.97,7.63,,9.51,20.56,,4.87,7.47,,13.77,17.69,,42.07,45.85,,3.61,3.63,,27.93,21.26,,1.82,1.49,,19.79,23.53,,23.17,47.62,,12.02,31.86,,0.42,6.84,,51.71,43.23,,0.08,0.43,,4.03,4.11,,0.18,0.35,,5.95,7.04,,6.9,8.64,,30.88,32.67,,,482.48,,11.05,13.91,,86.06,62.92,,95.59,92.57,,97.21,96.06,,98.82,98.42,,0.47,0.46
2309904,Pacujá,,50.83,49.66,,7.21,11.81,,56.33,26.64,,60.48,58.34,,78.38,57.56,,67.79,70.87,,8.77,6.05,,19.74,12.95,,16.08,9.03,,7.75,5.68,,13.67,12.5,,10.72,6.45,,3.74,8.5,,31.5,50.53,,18.46,2.13,,20.62,21.45,,1,0.81,,25.67,14.42,,26.63,44.31,,16.06,30.66,,1.34,6.14,,31.52,25.15,,,0.28,,3.18,5.96,,0.28,1.8,,6.94,8.29,,4.87,10.82,,53.21,40.87,,,383.27,,24.41,17.61,,87.49,71.3,,96.68,92.63,,98.36,97.3,,99.3,99.06,,0.44,0.56
2310001,Palhano,,47.5,52.58,,14.35,9.36,,41.61,25.41,,55.53,59.41,,54.44,61.2,,68.46,68.82,,8.33,4.35,,11.72,,,15.58,17.44,,7.43,4.05,,11.82,8.8,,4.88,3.9,,8.35,19.62,,13.39,24.43,,17.36,4.87,,9.71,24.03,,0.21,0.49,,27.74,25.94,,26.07,51.38,,16,32.05,,1.69,5.41,,54.89,47.71,,,0.14,,9.64,10.83,,0.51,0.81,,2.57,4.33,,5.74,9.69,,26.11,26.37,,,361.15,,50.98,29.42,,90.57,71.43,,96.29,94.85,,98.64,96.77,,99.4,98.24,,0.34,0.45
2310100,Palmácia,,45.45,35.4,,9.2,3.82,,29.5,17.63,,55.38,42.36,,54.43,36.58,,71.21,51.29,,13.48,5.39,,15,13.03,,20.51,16.5,,12.98,4.83,,24.84,12.6,,16.03,3.98,,17.09,27.28,,30.79,33.77,,4.83,1.45,,17.3,24.43,,1.21,2.17,,24.48,35.23,,24.1,50.78,,13.12,32.7,,0.77,8.04,,42.71,38.91,,0.36,,,5.36,6.07,,0.56,0.76,,4.86,5.73,,9.66,11.21,,36.5,35.72,,,753.56,,29.12,12.53,,85.13,58.46,,96.1,89.05,,97.34,94.68,,99.32,97.56,,0.45,0.93
2310209,Paracuru,,50.77,50.14,,10.37,5.11,,31.49,21.63,,61.63,60.71,,63.12,55.68,,66.1,68.41,,15.84,6.49,,45.64,9.32,,32.59,29.98,,13.69,5.64,,23.7,14.95,,17.09,8.64,,18.75,24.46,,36.6,36.95,,2.08,3.14,,20.18,25.88,,1.28,1.13,,21.9,31.67,,23.06,49.6,,11.88,33.48,,2.49,6.5,,32.35,26.52,,0.11,0.73,,8.07,6.1,,0.16,0.77,,6.83,10.92,,9.72,13.02,,41.99,38.31,,,564.52,,21.66,10.92,,83.26,52.84,,94.76,89.33,,96.89,95.31,,98.86,97.54,,0.37,0.49
2310258,Paraipaba,,52.95,52.94,,17.36,13.21,,51.94,27.55,,60.06,62.78,,60.3,62.25,,67.36,69.62,,10.49,5.68,,14.43,,,19.15,10.24,,9.4,5.67,,13.99,11.05,,10.29,8.2,,7.37,18.21,,42.81,38.58,,7.39,2.89,,28.43,29.49,,1.61,1.3,,16.13,24.69,,28.18,47.85,,14.11,28.78,,1.44,4.39,,38.72,39.08,,,,,6.71,6.04,,0.13,1.62,,6.24,5.67,,9.57,13.34,,37.93,30.34,,,525.4,,12.66,12.85,,82.65,58.87,,92.58,90.62,,95.44,95.86,,98.82,98.28,,0.54,0.47
2310308,Parambu,,55.47,44.85,,30.22,15.91,,52.52,32.35,,61.5,51.21,,62.36,56.28,,67.19,57.93,,6.29,6.47,,4.26,4.98,,7.31,10.63,,6.42,6.29,,10.03,15.37,,11.33,7.44,,2.94,4.85,,24.9,51.28,,6.87,3.82,,39.88,20.86,,2.51,0.66,,11.54,10.54,,9.49,31.09,,4.6,16.74,,0.53,2.64,,60.26,48.72,,0.1,0.08,,7.46,3.65,,0.19,0.58,,2.82,6.15,,7.7,12.62,,20.42,27.33,,,288.64,,22.84,27.57,,89.6,84.2,,96.97,96.07,,97.97,98.14,,98.8,99.04,,0.56,0.48
2310407,Paramoti,,45.28,36.98,,10.14,8.56,,32.91,15.44,,54.41,45.12,,61.51,41.21,,61.32,54.73,,10.73,6.69,,17,4.76,,23.89,15.29,,9.5,6.42,,18.23,17.47,,12.46,5.94,,5.51,9.17,,30.32,30.06,,4.62,16.44,,14.91,20.92,,0.35,0.17,,11.25,28.23,,14.44,41.62,,6.38,23.89,,1.72,4.48,,51.94,34.48,,,0.17,,9.6,7.76,,,1.56,,6.52,7.48,,5.8,8.37,,25.61,39.17,,,346.3,,44.29,23.78,,90.4,66.46,,96.38,94.48,,97.9,97.61,,98.84,99.63,,0.46,0.41
2310506,Pedra Branca,,56.81,39.46,,26.23,7.97,,47.02,19.38,,64.67,46.95,,65.6,52.34,,73.23,51.56,,5.72,6.84,,8.05,9.47,,15.83,18.96,,4.68,6.23,,10.05,9.93,,5.66,7.56,,12.92,19.77,,22.09,28.1,,3.61,1.1,,19.69,25.07,,1.61,1.25,,17.79,22.63,,13,37.16,,7.81,22.38,,1.14,4.81,,62.13,49.49,,0.14,0.48,,3.09,4.44,,0.26,0.63,,3.4,5.47,,7.36,9.93,,23.51,27.01,,,352.55,,40.36,27.05,,87.03,68.46,,95.52,95.18,,96.85,97.9,,98.42,99.2,,0.53,0.43
2310605,Penaforte,,46.52,59.35,,17.96,19.02,,32.08,40.78,,54.75,67.92,,53.91,67.47,,60.52,79.28,,11.65,11.36,,12.37,20.1,,17.79,25.93,,11.17,10.03,,16.59,25.1,,15.16,15.55,,7.11,17.59,,30.33,38.31,,13.9,8.57,,41.05,26.11,,0.62,0.76,,23.9,28.02,,28.85,50.06,,17.47,40.34,,3.17,9.94,,21.99,31.39,,0.33,,,9.14,2.5,,0.3,1.95,,8.65,5.98,,15.37,12.12,,44.1,41.63,,,438.77,,7.28,15.09,,76.28,60.02,,90.63,93.11,,94.86,96.03,,97.22,98.56,,0.49,0.41
2310704,Pentecoste,,45.36,44.18,,13.22,6.64,,33.55,22.47,,53.8,52.86,,52.9,54.41,,64.12,59.59,,11.31,9.34,,4.1,13.91,,19.81,22.62,,11.04,8.69,,20.65,15.7,,8.4,13.72,,13.95,17.79,,29.77,32.37,,5.91,7.49,,39.47,29.74,,0.83,0.58,,22.83,29.1,,22.3,50.21,,13.09,34.26,,2.08,4.62,,37.06,34.49,,1.49,0.52,,6.3,10.29,,0.3,0.88,,6.92,7.06,,10.06,14.97,,36.17,28.99,,,485.92,,10.07,15.78,,82.04,60.39,,93.18,89.97,,96.11,95.32,,98.94,97.98,,0.53,0.47
2310803,Pereiro,,49.95,45.8,,19.73,16.23,,38.79,32.22,,58.62,52.13,,58.7,52.62,,62.4,57.47,,5.55,3.89,,3.43,1.63,,9.3,6.31,,5.4,3.87,,8.29,11.97,,8.26,5.26,,6.42,14.77,,14.71,16.85,,3.85,2.69,,10.61,20.83,,0.78,0.59,,11.13,20.43,,18.19,37.41,,9.52,24.89,,0.92,4.29,,69.13,62.65,,0.12,,,3.94,4.18,,0.2,0.39,,2.69,6.88,,4.15,7.12,,19.35,17.37,,,246.98,,64.03,46.68,,91.96,75.34,,96.53,95.23,,97.03,97.98,,98.67,99.61,,0.64,0.49
2310852,Pindoretama,,46.56,49.66,,6.05,5.74,,27.72,20.74,,55.78,58.58,,62.33,62.19,,70.71,69.57,,13.84,6.1,,29.87,5.2,,35.99,11.78,,12.35,5.92,,19.88,12.98,,12.7,5.55,,17.06,18.92,,47.64,48.63,,3.67,4.37,,26.45,23.23,,0.81,1.15,,22.45,25.55,,22.79,48.04,,10.87,29.26,,2.88,3.55,,28.47,25.18,,0.12,0.06,,20.41,14.97,,0.38,0.81,,5.91,8.13,,10.16,11.71,,33.91,36.33,,,514.64,,4.7,4.51,,82.38,49.81,,93.3,90.64,,95.95,96.23,,97.46,98.88,,0.75,0.32
2310902,Piquet Carneiro,,44.57,39.75,,16.84,10.35,,33.31,25.23,,50.74,44.73,,48.98,46.35,,62.36,52.45,,7.27,6.6,,4.52,15.65,,28.24,16.98,,5.98,5.83,,12.04,12.46,,4.53,6.26,,5.95,11.18,,20.63,30.31,,4.66,4.65,,14.2,20.5,,0.3,0.75,,14.05,18.94,,15.39,38.06,,8.69,26.23,,0.86,3.21,,59.91,53.77,,,,,2.22,3.13,,0.14,1.34,,5.89,4.32,,6.1,10.81,,25.74,25.67,,,299.05,,54.36,36.62,,87.73,74.5,,95.52,94.83,,96.87,97.59,,99.15,99.38,,0.37,0.38
